Tool Name,Alternate Tool Names
Knowledge_Engineering_Environment,"[nan, nan, nan, nan]"
IBM_PC_DOS,"['pc dos 1.1, pc dos 7.10, pc dos %22lifeboat%22, ibm dos 4.01, pc dos %22captain%22, pc dos 2000, pc dos 2.10, pc dos 6.30, ibm dos 4.0, ibm personal computer dos, pc dos 5.00, pc dos 1.00, ibm pc dos 2000, pc-dos, ibm dos 5.02, pc dos 2.11, ibm dos 5.01, pc dos jetski, ibm dos 4.02, pc dos 3.40, pc dos 3.21, pc dos 6.3, list of ibm pc dos versions, pc dos 2.0, pc dos 6.1, ibm pc dos 7, pc dos 5.0, pc dos 2.1, pc/dos, pc dos 3.2, pc dos 3.3, pc dos 7.00, pc dos 3.10, pc dos 6.10, ibm dos 5.0, ibm dos 4.00, ibm pc-dos, pc dos 3.20, pc dos 3.30, pc dos 4.02, pc dos lifeboat, pc dos 7.1, pc dos 2.00, ibm dos 3.40, pc dos 7, pc dos 1.0, pc dos 3.4, pc dos 1.10, pc dos 7.0, ibm dos, ibm dos 3.30, ibm dos 5.00, pc dos captain, ibm dos 3.3, pc dos 4.00, pc dos 5.01, pc dos 3.0, ibm dos 3.4, pc dos 4.01, pc dos 5.02, pcdos, pc dos 3.00, pc dos, pc dos 3.1, pc dos %22jetski%22']"
Dance_Central_Spotlight,"['dance central 4, dance central: spotlight']"
Mobile_Robot_Programming_Toolkit,['mrpt']
Windows_Live_Messenger,"['windows live messenger mobile, windows live messager, games and applications of windows live messenger, msn messanger, pure messenger, messenger for mac, xbox live messenger, msn messenger for mac, windows messenger live, windows live messenger 2009, msn messenger, games of windows live messenger, microsoft messenger for mac, windows live messenger companion, solitaire showdown, microsoft windows live messenger, messenger mobile (microsoft), history of windows live messenger, msnmsgr, msn im, windows live messenger 360, live messenger, microsoft messenger:mac, msnm, windows live messenger, games and applications for windows live messenger, windows live messenger, wl messenger, msn 9, messaging (microsoft services), q6 trivia game, msn instant messenger, msn (im), msn messenger live, msn messenger 7, microsoft messenger']"
Windows_7,"[', ms windows 7, windows 7 beta, blackcomb vienna, windows 7.0, windows black comb, criticism of windows 7, windows 7 platform update, nt-6.1, windows seven, windows 7 launch party video, windows 6.1, windows 7 signature edition, windows 7 operating sytems, windows-7, win7, windows-nt 6.1, microsoft windows seven, microsoft windows 7, windows 7 sp1, windows 7 version history, ms windows seven, microsoft vienna, windows nt 7, windows vienna, windows %227%22, blackcomb (operating system), windows seven release candidate, windows %22blackcomb%22, windows blackcomb, development of windows 7, nt 6.1, development of windows vienna, windows %22seven%22, win seven, windows-nt-6.1, windows %22vienna%22, windows 7 service pack 1, win 7, windows7, windows se7en, microsoft blackcomb', ', ms windows 7, windows 7 beta, blackcomb vienna, windows 7.0, windows black comb, criticism of windows 7, windows 7 platform update, nt-6.1, windows seven, windows 7 launch party video, windows 6.1, windows 7 signature edition, windows 7 operating sytems, windows-7, win7, windows-nt 6.1, microsoft windows seven, microsoft windows 7, windows 7 sp1, windows 7 version history, ms windows seven, microsoft vienna, windows nt 7, windows vienna, windows %227%22, blackcomb (operating system), windows seven release candidate, windows %22blackcomb%22, windows blackcomb, development of windows 7, nt 6.1, development of windows vienna, windows %22seven%22, win seven, windows-nt-6.1, windows %22vienna%22, windows 7 service pack 1, win 7, windows7, windows se7en, microsoft blackcomb', ', ms windows 7, windows 7 beta, blackcomb vienna, windows 7.0, windows black comb, criticism of windows 7, windows 7 platform update, nt-6.1, windows seven, windows 7 launch party video, windows 6.1, windows 7 signature edition, windows 7 operating sytems, windows-7, win7, windows-nt 6.1, microsoft windows seven, microsoft windows 7, windows 7 sp1, windows 7 version history, ms windows seven, microsoft vienna, windows nt 7, windows vienna, windows %227%22, blackcomb (operating system), windows seven release candidate, windows %22blackcomb%22, windows blackcomb, development of windows 7, nt 6.1, development of windows vienna, windows %22seven%22, win seven, windows-nt-6.1, windows %22vienna%22, windows 7 service pack 1, win 7, windows7, windows se7en, microsoft blackcomb', 'ms windows 7, windows 7 beta, blackcomb vienna, windows 7.0, windows black comb, criticism of windows 7, windows 7 platform update, nt-6.1, windows seven, windows 7 launch party video, windows 6.1, windows 7 signature edition, windows 7 operating sytems, windows-7, win7, windows-nt 6.1, microsoft windows seven, microsoft windows 7, windows 7 sp1, windows 7 version history, ms windows seven, microsoft vienna, windows nt 7, windows vienna, windows %227%22, blackcomb (operating system), windows seven release candidate, windows %22blackcomb%22, windows blackcomb, development of windows 7, nt 6.1, development of windows vienna, windows %22seven%22, win seven, windows-nt-6.1, windows %22vienna%22, windows 7 service pack 1, win 7, windows7, windows se7en, microsoft blackcomb']"
Kinect_Fun_Labs,"['mutation station, air band']"
Xbox_One_system_software,"['list of xbox one updates, xbox windows, xbox 360 system software, xbox insider, xbox one and series x/s system software, xbox dashboard, xbox one and xbox series x/s system software, windows xbox, xbox os, xbox 360 software, xbox 360 os, nxoe, xbox series x/s software, xbox series x and series s system software, xbox one system software, xbox one os, xbox one software, xbox series x/s system software']"
Boxee,"['boxee (software), boxee, boxxee, cloudee, boxee settop box']"
Xbox_360_system_software,"['list of xbox one updates, xbox windows, xbox 360 system software, xbox insider, xbox one and series x/s system software, xbox dashboard, xbox one and xbox series x/s system software, windows xbox, xbox os, xbox 360 software, xbox 360 os, nxoe, xbox series x/s software, xbox series x and series s system software, xbox one system software, xbox one os, xbox one software, xbox series x/s system software']"
Microsoft_Windows,"['windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows', 'windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows', 'windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows', 'windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows', 'windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows', 'windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows', 'windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows', 'windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows', 'windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows', 'windows (operating system), windwos, windows operating system, freedows os, windows pc, timeline of microsoft windows releases, windows applications, ms-windows, security vulnerabilities in microsoft windows, microsoft windows, microsoft windows operating system, mswindows, windows microsoft, apptimum, windows the operating system, widnows, ms windows, windows os, alternative implementations of microsoft windows, windows 365, windows (os), version control systems for microsoft windows, windows computers, security features of microsoft windows, mswin, windows-like, pc windows, alliance os, microsoft windows os, 32-bit windows, windows']"
